date,year,day_of_year,month,hour,load_mw,wind_mw,solar_mw,net_load_mw,load_dev,wind_dev,solar_dev
2017-06-02,2017,153,6,18,47142.250000000015,7901.200000000001,3005.64,36235.41000000002,-1.961338170297567,-0.2938051404813035,-2.047312502757852
2017-06-02,2017,153,6,19,46001.22000000003,10318.15,1555.7699999999998,34127.30000000003,-1.8611696529350255,0.03351507091960193,-1.2659147147554324
2017-06-02,2017,153,6,20,45028.31999999999,9295.69,627.84,35104.78999999999,-1.8976903966091765,-0.10155444209658467,-0.7853041695146962
2017-06-02,2017,153,6,21,42773.549999999996,6950.2,0.0,35823.35,-1.903131273844315,-0.45548913336672137,0.0
2017-06-02,2017,153,6,22,39787.29999999999,5030.200000000001,0.0,34757.09999999999,-1.8171146917651544,-0.8069466253066759,
2017-06-02,2017,153,6,23,37006.530000000006,4738.54,0.0,32267.990000000005,-1.8236763379077876,-0.7294303986305976,
2017-06-03,2017,154,6,0,34992.25999999998,4662.67,0.0,30329.589999999982,-1.821672056974226,-0.6463772506826369,
2017-06-03,2017,154,6,1,33545.37000000001,4906.25,0.0,28639.12000000001,-1.8733378912287437,-0.5975120736716707,
2017-06-03,2017,154,6,2,32639.280000000017,3909.2099999999996,0.0,28730.070000000018,-1.89926774044363,-0.6199480707739466,
2017-06-03,2017,154,6,3,32297.830000000005,3219.51,0.0,29078.320000000007,-1.940245473903542,-0.6298714538742642,
2017-06-03,2017,154,6,4,32560.430000000008,2694.8300000000004,0.0,29865.600000000006,-1.9715187496657753,-0.6815996998062468,
2017-06-03,2017,154,6,5,33243.72,2405.5999999999995,0.0,30838.120000000003,-1.86812913509244,-0.6371768952568603,
2017-06-03,2017,154,6,6,34302.600000000006,2359.6900000000005,0.0,31942.910000000003,-1.8739408648363194,-0.5565125805012283,
2017-06-03,2017,154,6,7,36686.89999999999,2544.72,336.18000000000006,33805.999999999985,-1.8147373457518525,-0.4453408853954365,0.6053019702756874
2017-06-03,2017,154,6,8,39415.959999999985,1665.1100000000001,1624.79,36126.05999999998,-1.8555426309591612,-0.5838147414665363,0.07067957295115755
2017-06-03,2017,154,6,9,42189.34,1210.64,2868.6499999999996,38110.049999999996,-1.9469531172146413,-0.6945514363533518,-0.2539475811522099
2017-06-03,2017,154,6,10,44599.759999999995,962.5,4326.28,39310.979999999996,-1.9258237062933468,-0.8538454345774196,-0.5643425091234269
2017-06-03,2017,154,6,11,46352.71999999998,907.6,5703.76,39741.35999999998,-1.9405979686768187,-0.8173544806165881,-0.7253255500673549
2017-06-03,2017,154,6,12,47883.85000000002,1170.2800000000002,6844.389999999999,39869.18000000002,-2.0177529444226514,-0.7456403729208138,-0.6735181268444499
2017-06-03,2017,154,6,13,48958.67999999999,1726.7299999999998,6850.3,40381.64999999999,-2.007137059900762,-0.7507990823358258,-1.8248224968772666
2017-06-03,2017,154,6,14,49699.45,1824.4499999999998,7006.9400000000005,40868.06,-2.0559794703479284,-0.777695190942041,-1.7426632759129965
2017-06-03,2017,154,6,15,50128.84000000001,2060.5699999999997,6668.150000000001,41400.12000000001,-2.0534654008450017,-0.9224526092806786,-2.0461705090515236
2017-06-03,2017,154,6,16,49766.519999999975,2558.4399999999996,5355.119999999999,41852.95999999998,-2.0181080603610964,-1.14012415359603,-2.6691208688032106
2017-06-03,2017,154,6,17,48431.34000000001,2633.4100000000003,4303.19,41494.740000000005,-1.9979501367957047,-1.230753292399818,-2.650169938429463
2017-06-03,2017,154,6,18,46572.179999999986,2907.4200000000005,3037.6200000000003,40627.139999999985,-2.0418229397193732,-1.3433557148539286,-1.9845952452160422
2017-06-03,2017,154,6,19,45651.719999999994,3532.1899999999996,1774.6999999999998,40344.829999999994,-1.9119240528296013,-1.4261128895308286,-0.8948594962882617
2017-06-03,2017,154,6,20,44568.779999999984,3183.83,725.75,40659.19999999998,-1.9722250718824041,-1.142651639229073,-0.5622237411711098
2017-06-03,2017,154,6,21,42139.82,2735.21,0.0,39404.61,-2.018715691205231,-1.1716746674890501,0.0
2017-06-03,2017,154,6,22,39368.329999999994,2568.39,0.0,36799.939999999995,-1.8957843470913438,-1.2922680671498572,
2017-06-03,2017,154,6,23,36644.37,2071.89,0.0,34572.48,-1.896086433853765,-1.1840765992706297,
2017-06-04,2017,155,6,0,34562.91999999999,1719.74,0.0,32843.17999999999,-1.9126807272172353,-1.094428758800814,
2017-06-04,2017,155,6,1,33071.36000000001,1561.85,0.0,31509.51000000001,-1.980292743243807,-1.1004053565863585,
2017-06-04,2017,155,6,2,32002.639999999978,1027.01,0.0,30975.62999999998,-2.048914068656464,-1.0394279343724033,
2017-06-04,2017,155,6,3,31460.879999999994,767.76,0.0,30693.119999999995,-2.1442160706506646,-0.9740391502598893,
2017-06-04,2017,155,6,4,31352.07,677.34,0.0,30674.73,-2.2619335309311928,-0.9761706607328761,
2017-06-04,2017,155,6,5,31369.640000000007,425.46000000000004,0.0,30944.180000000008,-2.2824367276624122,-0.9258553407750252,
2017-06-04,2017,155,6,6,31963.479999999996,718.74,0.0,31244.739999999994,-2.399588761734619,-0.8079042966543277,
2017-06-04,2017,155,6,7,34024.24999999999,1512.39,378.97,32132.889999999992,-2.3886034986082505,-0.614505219353784,0.7347577808871913
2017-06-04,2017,155,6,8,36827.82,1515.46,1819.39,33492.97,-2.387443663259917,-0.6053844202491214,0.4232621132304519
2017-06-04,2017,155,6,9,39962.970000000016,1815.1100000000001,3209.19,34938.67000000001,-2.373614443516066,-0.6149874083183089,0.35779725869904916
2017-06-04,2017,155,6,10,42954.659999999996,2119.09,4603.01,36232.55999999999,-2.2042026746446814,-0.690604871077865,-0.029301302656064492
2017-06-04,2017,155,6,11,45653.579999999994,2787.82,6077.7300000000005,36788.02999999999,-2.046565681520896,-0.546990394570344,-0.053623709025594185
2017-06-04,2017,155,6,12,47940.61999999999,3533.7099999999996,7311.2300000000005,37095.679999999986,-2.0095085609724173,-0.37834072305858457,0.09938618311858959
2017-06-04,2017,155,6,13,49146.59000000001,4315.57,8015.08,36815.94000000001,-1.9817080700268184,-0.3050794347670762,0.0895486818749587
2017-06-04,2017,155,6,14,48944.41,4247.790000000001,8197.93,36498.69,-2.1578773700128293,-0.34934231516727365,0.08464609967435142
2017-06-04,2017,155,6,15,47822.970000000016,4640.16,7794.66,35388.15000000001,-2.361965279097074,-0.42158760608667123,-0.05415441745319513
2017-06-04,2017,155,6,16,46488.53000000001,5611.410000000001,6590.52,34286.600000000006,-2.450274356560709,-0.4393065441467208,-0.7359085503254887
2017-06-04,2017,155,6,17,44835.86000000002,6533.23,5309.9400000000005,32992.69000000002,-2.474834132510288,-0.3846401683625873,-0.7675232934862386
2017-06-04,2017,155,6,18,43393.939999999995,7515.2300000000005,3762.15,32116.55999999999,-2.4905396123510637,-0.3749250607001763,-0.5636904732721125
2017-06-04,2017,155,6,19,42729.300000000025,8336.36,2090.1699999999996,32302.770000000026,-2.3363179679651918,-0.3927586023323856,-0.36018270567099475
2017-06-04,2017,155,6,20,42248.220000000016,7093.620000000001,877.4599999999999,34277.140000000014,-2.3486062053028585,-0.4766561140736159,-0.2165641376167695
2017-06-04,2017,155,6,21,40055.759999999995,5354.19,0.0,34701.56999999999,-2.398822141657621,-0.7266734717197372,0.0
2017-06-04,2017,155,6,22,37002.829999999994,4140.36,0.0,32862.469999999994,-2.339952353569382,-0.98236976186463,
2017-06-04,2017,155,6,23,34262.79,3571.9999999999995,0.0,30690.79,-2.372258391836477,-0.928317758762082,
2017-06-05,2017,156,6,0,32528.290000000008,3282.4700000000003,0.0,29245.820000000007,-2.343968216704675,-0.8565082057188449,
2017-06-05,2017,156,6,1,31469.46000000001,3377.98,0.0,28091.48000000001,-2.341742876031995,-0.827316139417404,
2017-06-05,2017,156,6,2,31012.990000000005,2763.4999999999995,0.0,28249.490000000005,-2.281537668675027,-0.786696483279459,
2017-06-05,2017,156,6,3,31345.08,2384.3,0.0,28960.780000000002,-2.172437344446369,-0.7471151784376324,
2017-06-05,2017,156,6,4,32835.590000000004,2249.69,0.0,30585.900000000005,-1.905387355699581,-0.7465939835681884,
2017-06-05,2017,156,6,5,34997.50000000002,1716.85,0.0,33280.65000000002,-1.4804165669537395,-0.7375876133629719,
2017-06-05,2017,156,6,6,36545.89,1517.28,0.0,35028.61,-1.3698279203815766,-0.6855688561979482,
2017-06-05,2017,156,6,7,38437.640000000014,1660.79,384.26,36392.59000000001,-1.437410085897261,-0.5901874264392908,0.750762016412661
2017-06-05,2017,156,6,8,40673.13000000001,1637.5,1832.25,37203.38000000001,-1.597175610327526,-0.5877942859449004,0.4465622749364729
2017-06-05,2017,156,6,9,43307.13,1925.7199999999998,3225.83,38155.579999999994,-1.732739952320004,-0.6004282455129488,0.38768929527368023
2017-06-05,2017,156,6,10,45938.069999999985,2119.5400000000004,4760.16,39058.36999999998,-1.6993588365989376,-0.690541358291506,0.27453899509389273
2017-06-05,2017,156,6,11,48082.55000000002,2708.96,6277.339999999999,39096.25000000002,-1.6784099538170223,-0.5583299781433338,0.30490345756623116
2017-06-05,2017,156,6,12,50048.54000000001,3701.55,7538.66,38808.33,-1.7033873567725288,-0.35225678013119655,0.475921242699802
2017-06-05,2017,156,6,13,51169.43999999999,5071.75,8127.71,37969.97999999999,-1.707965149658019,-0.1748881973408401,0.2746614292288482
2017-06-05,2017,156,6,14,51296.50999999999,5400.5,8311.279999999999,37584.72999999999,-1.8404451150305583,-0.1455877271052058,0.2585564748435999
2017-06-05,2017,156,6,15,51370.270000000004,5813.48,7900.119999999999,37656.67000000001,-1.8873758104264315,-0.19377042368652525,0.1323312924117489
2017-06-05,2017,156,6,16,50409.19,6560.819999999999,7081.330000000001,36767.04,-1.9333792132387377,-0.22136688323054185,0.03213413870806334
2017-06-05,2017,156,6,17,48999.20000000002,6595.71,5707.110000000001,36696.38000000002,-1.9226324196045401,-0.3710843765594152,-0.024805868135257765
2017-06-05,2017,156,6,18,47373.490000000005,6765.679999999999,4044.2200000000007,36563.590000000004,-1.9286907794839883,-0.5324591597235618,-0.010511710457287283
2017-06-05,2017,156,6,19,46528.30000000001,6980.39,2335.04,37212.87000000001,-1.7846270804130537,-0.6844213479913595,0.054837124165282566
2017-06-05,2017,156,6,20,45636.95,5591.51,983.8499999999999,39061.59,-1.798974203434384,-0.7325262601150309,0.025837320574162506
2017-06-05,2017,156,6,21,42682.37999999999,4526.399999999999,0.0,38155.97999999999,-1.919759540347077,-0.8673265274306934,0.0
2017-06-05,2017,156,6,22,39108.53999999999,3833.86,0.0,35274.67999999999,-1.9445649035922652,-1.042793199061219,
2017-06-05,2017,156,6,23,36162.11,3647.75,0.0,32514.36,-1.9925092659470576,-0.9154028844071863,
2017-06-06,2017,157,6,0,34163.46,3639.43,0.0,30524.03,-1.9973556315244807,-0.8021622082476634,
2017-06-06,2017,157,6,1,32828.74,3696.12,0.0,29132.62,-2.0350371287966342,-0.7794778219235399,
2017-06-06,2017,157,6,2,32108.41,3157.19,0.0,28951.22,-2.024052149620472,-0.7293982293414683,
2017-06-06,2017,157,6,3,32099.96,2805.98,0.0,29293.98,-1.9884677834541171,-0.687921282562486,
2017-06-06,2017,157,6,4,33447.40999999998,2518.9100000000003,0.0,30928.49999999998,-1.7583437830276953,-0.7072855388667688,
2017-06-06,2017,157,6,5,35453.27999999999,2408.52,0.0,33044.759999999995,-1.379656132745205,-0.6367511975481562,
2017-06-06,2017,157,6,6,37264.659999999996,2355.4100000000003,0.0,34909.24999999999,-1.2083056646385675,-0.5571682717441884,
2017-06-06,2017,157,6,7,39912.48000000002,2341.2000000000003,396.20000000000005,37175.08000000002,-1.11954601931745,-0.47869100139245563,0.7868849979200545
2017-06-06,2017,157,6,8,42810.729999999996,2948.2000000000003,1855.37,38007.159999999996,-1.1578672086776562,-0.3988776272056131,0.4884518347065512
2017-06-06,2017,157,6,9,46152.10999999999,3654.8699999999994,3258.83,39238.40999999999,-1.1875282668854017,-0.37282697650572877,0.4469703774228889
2017-06-06,2017,157,6,10,49109.549999999996,4322.099999999999,4901.8,39885.649999999994,-1.162690348028702,-0.37967308557465856,0.5483916185320356
2017-06-06,2017,157,6,11,51448.439999999995,4666.28,6449.360000000001,40332.799999999996,-1.1682465173311163,-0.2768793857126425,0.6138751683879669
2017-06-06,2017,157,6,12,53728.92000000002,5259.52,7726.65,40742.75000000002,-1.168906751477651,-0.11013332587367358,0.7871590998456149
2017-06-06,2017,157,6,13,55722.490000000005,5765.620000000001,8481.83,41475.04,-1.0918219835383463,-0.055424850104808285,0.8566744461245177
2017-06-06,2017,157,6,14,56995.020000000004,6511.849999999999,8664.18,41818.990000000005,-1.0713915546636363,0.050856011079401936,0.8000030685553673
2017-06-06,2017,157,6,15,57837.779999999984,7404.11,8228.170000000002,42205.499999999985,-1.0220945727182962,0.1150735786667495,0.7124245706328369
2017-06-06,2017,157,6,16,57774.20999999999,8291.359999999999,7336.13,42146.719999999994,-0.9623837511305243,0.17588330457228854,0.4308572233350032
2017-06-06,2017,157,6,17,56416.78000000002,8824.85,5914.2,41677.730000000025,-0.9388068416754205,0.11255451172680124,0.3624573985161359
2017-06-06,2017,157,6,18,54042.54000000001,8989.03,4190.83,40862.68000000001,-0.9871275477537267,-0.0651742033315347,0.27701102650970993
2017-06-06,2017,157,6,19,51776.85999999998,8701.13,2429.9,40645.82999999998,-1.0224310486229395,-0.3142982973595444,0.2156113352089762
2017-06-06,2017,157,6,20,49832.91999999999,8109.139999999999,1021.16,40702.61999999999,-1.1184126388128086,-0.3036719446665969,0.11084529505582139
2017-06-06,2017,157,6,21,45964.92999999999,6478.8,0.0,39486.12999999999,-1.321063519631507,-0.5355865620166744,0.0
2017-06-06,2017,157,6,22,41720.679999999986,4428.11,0.0,37292.569999999985,-1.4540855053925026,-0.92564270133178,
2017-06-06,2017,157,6,23,38116.81000000001,4374.16,0.0,33742.65000000001,-1.6016874895344186,-0.791554780378939,
2017-06-07,2017,158,6,0,35641.99999999999,4348.750000000001,0.0,31293.249999999993,-1.6839444438850761,-0.6941705483242585,
2017-06-07,2017,158,6,1,34006.269999999975,4455.35,0.0,29550.919999999976,-1.769341158472602,-0.6653133478213635,
2017-06-07,2017,158,6,2,32988.069999999985,3755.34,0.0,29232.729999999985,-1.8172824067898439,-0.6423425495095979,
2017-06-07,2017,158,6,3,32915.0,3386.75,0.0,29528.25,-1.7898368076816424,-0.6063949144458838,
2017-06-07,2017,158,6,4,34032.49,3322.84,0.0,30709.649999999998,-1.6177268474929425,-0.5899048169708758,
2017-06-07,2017,158,6,5,35712.920000000006,2581.0099999999998,0.0,33131.91,-1.3222568630582794,-0.6116044174884492,
2017-06-07,2017,158,6,6,37539.859999999986,2291.39,0.0,35248.46999999999,-1.1464626205765245,-0.5669760645886514,
2017-06-07,2017,158,6,7,40256.66,2376.65,398.98,37481.03,-1.0453668172104862,-0.4728819329368035,0.7952955413530991
2017-06-07,2017,158,6,8,43383.04000000001,2405.77,1840.9499999999998,39136.320000000014,-1.0402490428148923,-0.47706032591618885,0.46232521481535155
2017-06-07,2017,158,6,9,47118.95999999999,2529.5200000000004,3226.33,41363.109999999986,-1.0022412286417428,-0.5209524069642054,0.38858749348806215
2017-06-07,2017,158,6,10,50491.230000000025,2953.1400000000003,4734.889999999999,42803.200000000026,-0.928886534891701,-0.57288745004984,0.2256809338521392
2017-06-07,2017,158,6,11,53414.479999999996,3011.7599999999998,6243.15,44159.56999999999,-0.8702564693293224,-0.5147891982054528,0.24349348899865217
2017-06-07,2017,158,6,12,55906.64999999998,3836.9700000000007,7494.079999999999,44575.59999999998,-0.852647438969489,-0.3312112155981478,0.4021142121579614
2017-06-07,2017,158,6,13,57545.24999999999,4865.300000000001,8475.84,44204.109999999986,-0.8451563160239804,-0.21043261925975662,0.8468295970021724
2017-06-07,2017,158,6,14,58815.86,4926.65,8661.369999999999,45227.84,-0.8256565318491639,-0.22934609786039226,0.7956917482710636
2017-06-07,2017,158,6,15,59541.41000000002,5387.15,8228.26,45926.000000000015,-0.7941677392079121,-0.2765486081312242,0.7125837183086148
2017-06-07,2017,158,6,16,59141.82000000001,6044.2699999999995,7099.419999999999,45998.13000000001,-0.7820796781023681,-0.3399423478309277,0.0604422258387568
2017-06-07,2017,158,6,17,57515.04999999999,5755.35,5722.219999999999,46037.47999999999,-0.7931385620650647,-0.5534106441604651,0.0034501942487400183
2017-06-07,2017,158,6,18,55289.850000000006,5287.860000000001,4053.0099999999998,45948.98,-0.8110273184003001,-0.8430549067967912,0.006726710236660246
2017-06-07,2017,158,6,19,53049.930000000015,4947.66,2307.14,45795.13000000002,-0.8375557871815015,-1.1216519747628706,0.007550591505372576
2017-06-07,2017,158,6,20,51064.949999999975,4410.12,971.0500000000001,45683.77999999997,-0.9185846456525358,-0.9337648057820374,-0.0033264980633399945
2017-06-07,2017,158,6,21,47142.06,4140.58,0.0,43001.479999999996,-1.1063697459296835,-0.932882721579452,0.0
2017-06-07,2017,158,6,22,42868.329999999994,3931.6100000000006,0.0,38936.719999999994,-1.2385922005374932,-1.023522755387592,
2017-06-07,2017,158,6,23,39239.55,3535.94,0.0,35703.61,-1.377207394763088,-0.9344657504351846,
2017-06-08,2017,159,6,0,36643.969999999994,3386.99,0.0,33256.979999999996,-1.4715534313463177,-0.8405953761141612,
2017-06-08,2017,159,6,1,34754.12,3489.1900000000005,0.0,31264.93,-1.6005974904498437,-0.8105936295522733,
2017-06-08,2017,159,6,2,33578.619999999995,3430.1499999999996,0.0,30148.469999999994,-1.6784698296252214,-0.689671207077977,
2017-06-08,2017,159,6,3,33380.32,3574.07,0.0,29806.25,-1.6764350536003119,-0.5800996180710677,
2017-06-08,2017,159,6,4,34401.57000000001,3731.29,0.0,30670.280000000006,-1.5290229120188767,-0.5302675900252742,
2017-06-08,2017,159,6,5,35857.15000000001,3501.61,0.0,32355.540000000008,-1.2903715731686438,-0.4773930097374707,
2017-06-08,2017,159,6,6,37375.32000000001,3303.0900000000006,0.0,34072.23,-1.1834381092028603,-0.41198474905064547,
2017-06-08,2017,159,6,7,39790.729999999996,3125.95,408.74,36256.04,-1.1457861200104735,-0.3500967427021016,0.8248232046288242
2017-06-08,2017,159,6,8,42582.719999999994,3161.35,1874.33,37547.03999999999,-1.204726634510454,-0.36815542852530564,0.5228041726494876
2017-06-08,2017,159,6,9,45694.59,3435.6599999999994,3276.5199999999995,38982.41,-1.275207354372849,-0.4016807336575506,0.4787486302477216
2017-06-08,2017,159,6,10,48507.90999999999,3645.7400000000002,4825.63,40036.53999999999,-1.264498093769933,-0.4751342148672848,0.4011213959446075
2017-06-08,2017,159,6,11,51272.03,3787.9700000000003,6345.950000000001,41138.11,-1.1949847446143838,-0.4031749683653515,0.4281365065110026
2017-06-08,2017,159,6,12,54079.41999999996,4173.979999999999,7599.139999999999,42306.29999999997,-1.118005634702801,-0.27883663500973643,0.5760524496798469
2017-06-08,2017,159,6,13,56237.82,4764.669999999999,7868.389999999999,43604.76,-1.022084761720785,-0.2277580500066719,-0.15154329103938133
2017-06-08,2017,159,6,14,57646.509999999995,4814.049999999999,8050.289999999999,44782.16999999999,-0.9834684477385914,-0.24924942707223993,-0.14187465718483158
2017-06-08,2017,159,6,15,58507.41,5537.06,7659.500000000001,45310.850000000006,-0.9325054920355423,-0.24744139627631165,-0.2931588603258089
2017-06-08,2017,159,6,16,58124.74000000003,6382.82,6371.43,45370.49000000003,-0.9161702935522927,-0.26222726983177813,-1.0787509389083638
2017-06-08,2017,159,6,17,56601.65,7549.84,5139.969999999999,43911.84,-0.9142867374646485,-0.16407433121433698,-1.0853712698865383
2017-06-08,2017,159,6,18,54282.08999999999,8733.630000000001,3645.6600000000003,41902.79999999999,-0.9533069178047885,-0.11885202187675857,-0.7921436731171819
2017-06-08,2017,159,6,19,52252.75999999999,9868.61,2305.32,40078.82999999999,-0.9533208371499023,-0.06317886086615648,0.004465950306769632
2017-06-08,2017,159,6,20,50387.52000000003,9706.23,979.3500000000001,39701.94000000004,-1.0284597926916126,-0.03162285935241665,0.015584415584415924
2017-06-08,2017,159,6,21,46610.05000000005,8419.16,0.0,38190.89000000004,-1.203401708879482,-0.20589236037216235,0.0
2017-06-08,2017,159,6,22,42341.86999999999,6950.160000000001,0.0,35391.709999999985,-1.3374451655302775,-0.42844554054333767,
2017-06-08,2017,159,6,23,38737.46999999999,7426.71,0.0,31310.759999999987,-1.4775930281090046,-0.2711151802200392,
2017-06-09,2017,160,6,0,36275.649999999994,8152.839999999999,0.0,28122.809999999994,-1.5496274832024364,-0.11501023478731556,
2017-06-09,2017,160,6,1,34556.7,8912.14,0.0,25644.559999999998,-1.6451430208918476,0.0048486406852002156,
2017-06-09,2017,160,6,2,33460.060000000005,8211.539999999999,0.0,25248.520000000004,-1.7063381204534933,0.0062197182606618315,
2017-06-09,2017,160,6,3,33256.58999999999,7572.820000000001,0.0,25683.76999999999,-1.706588924124863,-0.018769720682664193,
2017-06-09,2017,160,6,4,34386.549999999996,7109.110000000001,0.0,27277.439999999995,-1.5326327882268032,-0.037076702716198576,
2017-06-09,2017,160,6,5,36088.220000000016,7813.4800000000005,0.0,28274.740000000016,-1.239288345443495,0.15122109273831885,
2017-06-09,2017,160,6,6,37293.369999999995,8763.289999999999,0.0,28530.079999999994,-1.201853942999682,0.4245118221667299,
2017-06-09,2017,160,6,7,39116.280000000006,9923.26,399.53000000000003,28793.490000000005,-1.2911465792499501,0.763754854033841,0.7969594977876943
2017-06-09,2017,160,6,8,41158.37999999999,10542.380000000001,1829.57,28786.42999999999,-1.4974495615342105,0.6957032162099054,0.44170656472091
2017-06-09,2017,160,6,9,43425.01000000001,10839.220000000001,3199.3100000000004,29386.480000000007,-1.710149440794778,0.5728209875182264,0.34004886198286244
2017-06-09,2017,160,6,10,45365.57000000001,10839.0,4840.77,29685.800000000007,-1.7962355975138566,0.5401190864744227,0.430393696981416
